year,mean,unc
-4314,583.0,
-4307,577.0,
-4302,590.0,
-4166,590.0,
-4108,597.0,
-4083,581.0,
-4079,597.0,
-4072,592.0,
-4043,602.0,
-4039,564.0,
-3965,584.0,
-3920,570.0,
-3884,575.0,
-3762,586.0,
-3734,584.0,
-3707,581.0,
-3703,570.0,
-3701,578.0,
-3693,571.0,
-3648,591.0,
-3607,568.0,
-3600,563.0,
-3576,581.0,
-3524,580.0,
-3508,566.0,
-3468,570.0,
-3414,565.0,
-3387,577.0,
-3322,564.0,
-3320,561.0,
-3271,574.0,
-3206,558.0,
-3199,553.0,
-3162,551.0,
-3118,563.0,
-3052,561.0,
-2918,568.0,
-2914,573.0,
-2899,570.0,
-2873,579.0,
-2805,563.0,
-2790,570.0,
-2751,560.0,
-2733,563.0,
-2675,560.0,
-2639,580.0,
-2601,560.0,
-2546,580.0,
-2524,562.0,
-2521,582.0,
-2511,568.0,
-2490,570.0,
-2416,570.0,
-2407,584.0,
-2375,579.0,
-2359,568.0,
-2355,577.0,
-2223,582.0,
-2192,570.0,
-2132,563.0,
-2129,576.0,
-2044,568.0,
-2036,549.0,
-2015,575.0,
-1955,578.0,
-1942,574.0,
-1823,576.0,
-1747,581.0,
-1740,578.0,
-1664,578.0,
-1652,596.0,
-1622,575.0,
-1567,560.0,
-1556,570.0,
-1483,573.0,
-1410,589.0,
-1358,581.0,
-1260,568.0,
-1189,589.0,
-1157,576.0,
-1076,573.0,
-1048,581.0,
-927,577.0,
-907,577.0,
-850,578.0,
-843,580.0,
-785,583.0,
-774,588.0,
-770,580.0,
-767,590.0,
-674,586.0,
-652,592.0,
-569,590.0,
-565,603.0,
-532,579.0,
-474,592.0,
-464,604.0,
-439,593.0,
-375,597.0,
-371,594.0,
-359,595.0,
-325,597.0,
-258,602.0,
-169,609.0,
-165,594.0,
-154,591.0,
-95,604.0,
-45,599.0,
-1,605.0,
43,613.0,
157,613.0,
176,618.0,
224,623.0,
233,615.0,
273,623.0,
321,623.0,
330,610.0,
399,630.0,
423,632.0,
507,638.0,
519,631.0,
601,650.0,
612,635.0,
702,635.0,
725,629.0,
733,643.0,
818,644.0,
858,633.0,
913,635.0,
1004,636.0,
1011,640.0,
1053,648.0,
1081,647.0,
1089,664.0,
1208,643.0,
1214,680.0,
1272,669.0,
1282,667.0,
1396,680.0,
1411,668.0,
1417,670.0,
1472,644.0,
1491,670.0,
1547,681.0,
1568,684.0,
1605,651.0,
1653,676.0,
1692,679.0,
1743,683.0,
1748,696.0,
1766,727.0,
1799,710.0,
1820,762.0,
1824,784.0,
1937,907.0,
1984,1644.85,0.67
1985,1657.29,0.59
1986,1670.09,0.74
1987,1682.7,0.49
1988,1693.28,0.67
1989,1704.53,0.55
1990,1714.43,0.68
1991,1724.78,0.72
1992,1735.47,0.57
1993,1736.53,0.46
1994,1742.07,0.58
1995,1748.88,0.48
1996,1751.28,0.68
1997,1754.48,0.42
1998,1765.54,0.64
1999,1772.33,0.64
2000,1773.22,0.81
2001,1771.22,0.59
2002,1772.66,0.55
2003,1777.33,0.5
2004,1777.05,0.5
2005,1774.16,0.64
2006,1774.94,0.56
2007,1781.38,0.63
2008,1787.01,0.77
2009,1793.52,0.69
2010,1798.91,0.73
2011,1803.14,0.63
2012,1808.12,0.63
2013,1813.43,0.66
2014,1822.53,0.53
2015,1834.26,0.55
2016,1843.12,0.68
2017,1849.58,0.64
2018,1857.33,0.82
2019,1866.58,0.6
2020,1878.93,0.56
2021,1895.28,0.55
2022,1911.83,0.78
